1,87,15762418,858,750,2,1,22,3,121681.82,1,1,0,128643.35
1,2150,15648794,893,836,2,1,57,4,101247.06,1,1,0,37141.62
0,4650,15785815,2338,670,1,1,31,1,142631.54,2,1,1,175894.24
0,6774,15636860,377,625,0,1,43,4,122351.29,1,1,0,71216.6
1,6710,15587647,297,850,1,0,66,0,127120.62,1,0,1,118929.64
0,903,15792388,1376,645,0,0,48,7,90612.34,1,1,1,149139.13
0,3753,15810385,893,717,2,0,36,2,164557.95,1,0,1,82336.73
0,6213,15638231,492,730,2,0,62,2,0.0,2,1,1,162889.1
1,3565,15803121,403,847,0,1,51,5,97565.74,1,0,0,144184.06
0,4824,15744789,1538,786,2,0,32,6,114512.59,1,1,0,15796.66
0,8325,15803965,2291,654,0,1,55,3,87485.67,1,1,1,3299.01
1,8598,15659694,2452,634,1,0,53,3,113781.5,2,1,1,106345.05
0,3885,15735788,405,709,0,1,31,6,0.0,2,1,1,71009.84
1,1066,15692744,604,512,0,1,36,4,152169.12,2,0,0,38629.3
0,9195,15640106,1505,613,0,1,40,7,124339.9,1,0,0,193309.58
0,2676,15682890,2535,745,1,1,38,5,65095.41,2,1,1,140197.42
1,169,15574692,1939,667,2,0,39,2,0.0,2,1,0,40721.24
0,5811,15800688,376,495,2,0,42,7,0.0,2,0,0,130404.53
0,1301,15724620,650,538,0,1,37,1,134752.08,1,1,0,162511.55
0,4302,15765266,802,615,0,1,32,1,0.0,2,0,0,2139.25
0,1128,15647301,278,549,1,0,45,3,143734.01,2,1,1,96404.38
0,8807,15598940,12,681,1,1,38,6,181804.34,2,1,1,57517.71
0,8404,15707219,1074,844,0,0,28,4,0.0,2,0,1,123318.37
0,5166,15688612,346,850,0,1,33,7,140956.99,1,0,0,3510.18
0,4416,15575955,1429,764,0,0,24,0,0.0,2,1,0,88724.49
0,6763,15631457,102,639,0,1,37,5,98186.7,1,0,1,173386.95
0,5797,15674254,1245,554,2,0,45,4,0.0,2,1,1,193412.05
0,9062,15724444,2450,567,0,0,38,1,125877.65,2,1,1,107841.77
0,7896,15660571,971,668,2,1,43,10,113034.31,1,1,1,100423.88
0,249,15657566,2502,634,1,1,24,8,103097.85,1,1,1,157577.29
0,7978,15588341,438,647,2,1,47,10,99835.17,1,0,1,89103.05
0,7564,15706394,1089,609,0,1,53,7,0.0,2,0,1,52332.85
0,1325,15765537,1378,687,1,1,26,2,142721.52,1,1,1,153605.75
0,3714,15657937,1413,709,1,1,22,0,112949.71,1,0,0,155231.55
1,9534,15733361,599,651,1,0,45,6,86714.06,1,1,0,85869.89
0,9630,15601977,321,497,2,1,44,2,121250.04,1,0,1,79691.4
0,5375,15607753,45,606,2,0,23,10,70417.79,1,0,1,90896.04
0,668,15575024,2406,503,0,1,29,3,0.0,2,1,1,143954.99
0,4727,15721740,1870,633,1,1,50,7,88302.65,1,1,1,195937.16
1,771,15584091,1947,742,1,0,36,2,129748.54,2,0,0,47271.61
0,6437,15723216,938,623,1,1,33,2,80002.33,1,1,1,104079.62
0,4777,15677123,33,767,2,1,37,7,0.0,2,1,1,24734.25
0,939,15668032,306,577,0,0,37,4,0.0,1,1,1,79881.39
0,9645,15728480,1150,452,0,0,35,8,0.0,2,1,1,149614.81
0,8994,15809265,1217,547,0,0,35,4,0.0,1,1,1,133287.73
0,8553,15749345,2189,468,0,0,22,1,76318.64,1,1,1,194783.12
0,1774,15721303,1768,640,2,1,34,1,137523.02,1,0,0,24761.36
1,7160,15798895,1797,525,0,0,59,6,55328.4,1,1,0,83342.73
0,1122,15672704,1172,809,0,0,24,4,0.0,2,1,0,193518.76
0,7277,15653147,270,594,0,1,35,2,133853.27,1,1,1,65361.66
0,9705,15759872,1312,625,0,1,22,9,0.0,2,1,0,157072.91
0,8944,15727350,1870,516,0,0,37,8,113143.12,1,0,0,3363.36
0,6667,15798709,889,588,2,1,32,3,109109.33,1,0,1,4993.94
0,4033,15593555,455,430,0,1,38,9,0.0,2,1,1,12050.77
0,1013,15655274,141,548,0,0,29,4,0.0,2,0,1,48673.18
0,3438,15619436,1878,700,0,0,32,3,0.0,1,0,0,95740.37
0,5860,15652914,1129,721,2,1,38,7,0.0,1,0,1,53534.8
0,1337,15682563,1331,618,2,1,38,5,126473.99,1,1,0,91972.49
0,3806,15597394,2023,668,2,1,34,0,0.0,1,0,0,99984.86
0,8535,15643229,1082,671,0,0,31,6,0.0,2,1,1,15846.42
0,4468,15595391,1739,538,0,1,31,1,0.0,2,1,0,1375.46
1,2659,15815490,509,670,1,1,40,2,164948.98,3,0,0,177028.0
1,7755,15692291,1094,563,2,0,42,6,99056.22,2,1,0,154347.95
0,1693,15809006,2448,602,0,1,23,7,113758.48,2,0,0,84077.6
0,7438,15591248,491,628,0,0,29,9,71996.29,1,1,1,34857.46
0,4252,15720847,2162,601,0,1,35,2,0.0,2,1,1,118983.18
1,8745,15691906,735,664,1,0,49,5,127421.78,2,1,0,108876.75
