0,9503,15686743,1642,790,2,1,29,3,46057.96,2,1,1,189777.66
0,4408,15796612,386,527,0,0,31,1,112203.25,1,1,0,182266.01
0,8705,15777586,1666,784,2,0,42,2,109052.04,2,1,0,6409.55
1,8428,15806771,2564,753,0,0,40,0,3768.69,2,1,0,177065.24
0,2529,15654106,1206,604,0,1,26,8,149542.52,2,0,1,197911.52
0,8175,15623525,552,564,2,1,31,0,125175.58,1,1,1,72757.33
0,537,15592846,797,639,1,1,35,10,128173.9,2,1,0,59093.39
0,8109,15655232,1745,437,1,1,35,6,126803.34,2,1,1,161133.4
0,4483,15811970,1216,653,0,0,42,1,0.0,2,1,1,5768.32
0,7521,15665087,209,595,1,0,26,8,118547.72,1,1,1,151192.18
0,3099,15628523,441,539,0,0,24,3,0.0,2,1,1,198161.07
0,4553,15655648,250,610,0,0,25,2,0.0,2,1,0,123723.83
0,7639,15769356,2252,520,1,0,23,3,116022.53,2,1,1,37577.66
0,471,15759298,2174,631,2,1,27,10,134169.62,1,1,1,176730.02
0,6902,15637522,2183,507,0,0,31,0,106942.08,1,0,1,44001.11
0,2265,15812945,1878,582,0,0,29,0,0.0,1,1,1,84012.81
1,5647,15756272,1172,526,1,0,35,9,118536.4,1,1,0,40980.87
0,7460,15583724,2005,645,2,0,29,4,0.0,2,1,1,74346.11
1,2033,15658716,142,667,1,0,37,5,92171.35,3,1,0,178106.34
0,4803,15756871,355,512,2,1,39,3,0.0,1,1,0,134878.19
0,2145,15613712,245,634,2,1,34,1,0.0,2,1,0,61995.57
1,654,15664610,351,459,1,1,48,4,133994.52,1,1,1,19287.06
0,7012,15609356,459,697,0,0,25,1,0.0,2,0,0,87803.32
0,5494,15682084,465,680,0,1,31,9,0.0,2,1,0,36145.53
0,7777,15685243,1173,736,0,0,63,10,0.0,2,0,1,502.7
0,9521,15673180,1841,727,1,0,18,2,93816.7,2,1,0,126172.11
1,1783,15642002,1018,554,0,0,35,6,117707.18,2,0,0,95277.15
0,4144,15711901,1143,500,0,1,45,2,109162.82,1,1,1,126145.08
0,7980,15627042,2016,555,0,0,26,7,0.0,2,1,0,93122.41
0,9965,15642785,664,479,0,1,34,5,117593.48,2,0,0,113308.29
1,8911,15744873,2546,657,1,0,48,5,143595.87,1,0,0,101314.65
0,5121,15701176,296,663,0,1,26,5,141462.13,1,1,0,440.2
0,8444,15567897,419,619,1,1,23,5,132725.1,1,1,1,143913.33
0,8285,15701741,2515,711,0,0,39,3,152462.79,1,1,0,90305.97
1,5905,15664270,139,692,1,1,45,6,142084.04,4,1,0,188305.85
0,2395,15716284,2461,543,0,1,43,9,0.0,2,1,1,78858.07
0,7913,15652169,309,642,0,1,35,2,133161.95,1,0,1,122254.86
1,8201,15577359,216,767,2,1,47,5,0.0,1,1,0,121964.46
0,5063,15650432,1405,849,1,1,41,10,84622.13,1,1,1,198072.16
0,98,15693683,2589,814,1,1,29,8,97086.4,2,1,1,197276.13
0,5975,15809279,2454,773,0,1,45,8,96877.21,1,1,1,113950.51
0,7199,15773934,762,670,0,1,33,6,88294.6,1,1,0,66979.06
0,6887,15670738,1538,733,1,1,45,2,113939.36,2,1,0,3218.71
0,4970,15584477,1206,655,2,0,35,1,106405.03,1,1,1,82900.25
0,4794,15787322,2567,788,0,0,41,6,0.0,1,1,1,25571.37
0,4236,15609299,394,595,0,1,29,6,150685.79,1,1,0,87771.06
0,6070,15810775,2368,576,2,1,52,2,100549.43,2,1,1,16644.16
0,1110,15616330,1388,595,0,1,31,4,0.0,2,1,0,189995.86
0,828,15666633,1105,758,2,1,56,1,0.0,2,1,1,10643.38
0,5433,15616471,1620,599,2,1,51,0,0.0,1,1,1,175235.99
